code,title,block_type,description,activity_title,activity_id,options
dim_enturb_10b,Distancia de cruce,radio,"Idealmente, máximo dos carriles de automóviles",Cruces peatonales,121,"{'choices': [{'label': 'No hay ❌', 'value': 'NO_HAY'}, {'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_10c,Es cómodo cruzar usando sillas de ruedas y coches/carreolas de bebé,radio,"Tiene rampas, sin obstáculos como postes",Cruces peatonales,121,"{'choices': [{'label': 'No hay ❌', 'value': 'NO_HAY'}, {'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_10d,Señales de tránsito que indican que hay un cruce,radio,,Cruces peatonales,121,"{'choices': [{'label': 'No hay ❌', 'value': 'NO_HAY'}, {'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_10e,Tiempo suficiente para cruzar,radio,,Cruces peatonales,121,"{'choices': [{'label': 'No hay ❌', 'value': 'NO_HAY'}, {'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_10f,Semáforo peatonal en funcionamiento,radio,,Cruces peatonales,121,"{'choices': [{'label': 'No hay ❌', 'value': 'NO_HAY'}, {'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_10h,Otro,short_text,"Por favor, especifique.",Cruces peatonales,121,
dim_enturb_2c,Diversidad e integración de personas (todas las personas son bienvenidas),radio,,"Edificios públicos, tiendas y lugares para la comunidad",122,"{'choices': [{'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_2a,¿Qué equipamiento o servicio quieres mapear?,select,,"Edificios públicos, tiendas y lugares para la comunidad",122,"{'choices': [{'label': 'Tienda de abarrotes y alimentos', 'value': 'TIENDA_ABARROTES'}, {'label': 'Farmacia', 'value': 'FARMACIA'}, {'label': 'Establecimientos de salud', 'value': 'ESTABLECIMIENTOS_SALUD'}, {'label': 'Guarderías, preescolares, bebés e infnacia', 'value': 'GUARDERIA_PREESCOLAR'}, {'label': 'Escuela', 'value': 'ESCUELA'}, {'label': 'Espacio comunitario (para reuniones comunitarias, servicios comunes)', 'value': 'ESPACIO_COMUNITARIO'}, {'label': 'Espacio cultural', 'value': 'ESPACIO_CULTURAL'}, {'label': 'Instalación recreativa/deportiva pública', 'value': 'INSTALACION_RECREATIVA'}, {'label': 'Servicio de atención al público (bancos, pago de cuentas)', 'value': 'SERVICIO_ATENCION_PUBLICO'}, {'label': 'Restaurante o café', 'value': 'RESTAURANTE_CAFE'}, {'label': 'Otras', 'value': 'OTRAS'}]}"
dim_enturb_2b,Otras,short_text,,"Edificios públicos, tiendas y lugares para la comunidad",122,
dim_enturb_2d,Facilidad en el ingreso para personas en sillas de ruedas y/o con coches/carreolas,radio,"Hay ascensores, rampas, etc","Edificios públicos, tiendas y lugares para la comunidad",122,"{'choices': [{'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_2e,Precios y costos de servicios,radio,Son bajos y/o gratuitos,"Edificios públicos, tiendas y lugares para la comunidad",122,"{'choices': [{'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_12a,Selecciona el espacio,radio,,Espacios públicos y áreas verdes,123,"{'choices': [{'label': 'Parque', 'value': 'PARQUE'}, {'label': 'Plaza', 'value': 'PLAZA'}, {'label': 'Jardín', 'value': 'JARDIN'}, {'label': 'Cancha deportiva', 'value': 'CANCHA_DEPORTIVA'}, {'label': 'Otro', 'value': 'OTRO'}]}"
dim_enturb_12b,Iluminación,radio,,Espacios públicos y áreas verdes,123,"{'choices': [{'label': 'No hay ❌', 'value': 'NO_HAY'}, {'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_12c,Elementos fijos que den sombra,radio,,Espacios públicos y áreas verdes,123,"{'choices': [{'label': 'No hay ❌', 'value': 'NO_HAY'}, {'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_12d,Espacios de descanso,radio,"Bancas, mesas, etc.",Espacios públicos y áreas verdes,123,"{'choices': [{'label': 'No hay ❌', 'value': 'NO_HAY'}, {'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_12e,Espacios de recreación,radio,"Juegos, estructura de ejercicio",Espacios públicos y áreas verdes,123,"{'choices': [{'label': 'No hay ❌', 'value': 'NO_HAY'}, {'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_12f,Mobiliario,radio,"Basureros, bicicleteros, bebederos",Espacios públicos y áreas verdes,123,"{'choices': [{'label': 'No hay ❌', 'value': 'NO_HAY'}, {'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_12g,"Percepción de seguridad ante delitos, asaltos y/o robos",radio,,Espacios públicos y áreas verdes,123,"{'choices': [{'label': 'No hay ❌', 'value': 'NO_HAY'}, {'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_12v,Percepción de seguridad ante situaciones de acoso,radio,,Espacios públicos y áreas verdes,123,"{'choices': [{'label': 'No hay ❌', 'value': 'NO_HAY'}, {'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_12h,Percepción de limpieza y mantención,radio,"Libre de basura y contaminación, sin zonas escarchadas",Espacios públicos y áreas verdes,123,"{'choices': [{'label': 'No hay ❌', 'value': 'NO_HAY'}, {'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_12i,Áreas verdes y vegetación,radio,"Biodiversidad de especies, árboles y arbustos",Espacios públicos y áreas verdes,123,"{'choices': [{'label': 'No hay ❌', 'value': 'NO_HAY'}, {'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_12j,Espacios para el cuidado de infancias,radio,"lactarios, mudadores de bebés",Espacios públicos y áreas verdes,123,"{'choices': [{'label': 'No hay ❌', 'value': 'NO_HAY'}, {'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_12k,Elementos de seguridad,radio,"alarmas, botones de pánico, cámaras",Espacios públicos y áreas verdes,123,"{'choices': [{'label': 'No hay ❌', 'value': 'NO_HAY'}, {'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_12l,Es posible acceder caminando y en bicicleta,radio,,Espacios públicos y áreas verdes,123,"{'choices': [{'label': 'No hay ❌', 'value': 'NO_HAY'}, {'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_12m,Diversidad de actividades en el espacio,radio,,Espacios públicos y áreas verdes,123,"{'choices': [{'label': 'No hay ❌', 'value': 'NO_HAY'}, {'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_12n,Diversidad de personas usando el espacio,radio,"mujeres, infancia, personas mayores y con discapacidad",Espacios públicos y áreas verdes,123,"{'choices': [{'label': 'No hay ❌', 'value': 'NO_HAY'}, {'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_12o,"Presencia de mujeres, adolescentes, niños y niñas, de día y noche",radio,,Espacios públicos y áreas verdes,123,"{'choices': [{'label': 'No hay ❌', 'value': 'NO_HAY'}, {'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_12p,Presencia de zonas seguras y de resguardo ante emergencias,radio,,Espacios públicos y áreas verdes,123,"{'choices': [{'label': 'No hay ❌', 'value': 'NO_HAY'}, {'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_12q,El entorno del espacio es limpio y seguro,radio,,Espacios públicos y áreas verdes,123,"{'choices': [{'label': 'No hay ❌', 'value': 'NO_HAY'}, {'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_12s,Otro,short_text,"Por favor, especifica.",Espacios públicos y áreas verdes,123,
dim_enturb_3f,Percepción de seguridad,radio,,Paradas de transporte público existentes,124,"{'choices': [{'label': 'No hay ❌', 'value': 'NO_HAY'}, {'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_3a,Techo,radio,Protección lluvia y sol.,Paradas de transporte público existentes,124,"{'choices': [{'label': 'No hay ❌', 'value': 'NO_HAY'}, {'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_3b,Elementos para sentarse y esperar,radio,"Bancas, etc.",Paradas de transporte público existentes,124,"{'choices': [{'label': 'No hay ❌', 'value': 'NO_HAY'}, {'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_3c,Espacio suficiente para las personas,radio,,Paradas de transporte público existentes,124,"{'choices': [{'label': 'No hay ❌', 'value': 'NO_HAY'}, {'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_3d,Iluminación en la parada,radio,,Paradas de transporte público existentes,124,"{'choices': [{'label': 'No hay ❌', 'value': 'NO_HAY'}, {'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_3e,Señalización,radio,Poste con ícono de autobús,Paradas de transporte público existentes,124,"{'choices': [{'label': 'No hay ❌', 'value': 'NO_HAY'}, {'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_3g,Parada de ascenso y descenso de pasajeros establecida,radio,,Paradas de transporte público existentes,124,"{'choices': [{'label': 'No hay ❌', 'value': 'NO_HAY'}, {'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_3h,Limpieza,radio,,Paradas de transporte público existentes,124,"{'choices': [{'label': 'No hay ❌', 'value': 'NO_HAY'}, {'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_3i,Información de recorridos,radio,"Horarios, líneas, etc.",Paradas de transporte público existentes,124,"{'choices': [{'label': 'No hay ❌', 'value': 'NO_HAY'}, {'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_3j,Elementos de seguridad,radio,"Cámaras CCTV, botones de pánico, etc.",Paradas de transporte público existentes,124,"{'choices': [{'label': 'No hay ❌', 'value': 'NO_HAY'}, {'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_3k,Vigilancia,radio,"Presencia de policia, guardias, etc.",Paradas de transporte público existentes,124,"{'choices': [{'label': 'No hay ❌', 'value': 'NO_HAY'}, {'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_3l,Ubicación visible y cercana a equipamientos,radio,"Kioskos, negocios, etc.",Paradas de transporte público existentes,124,"{'choices': [{'label': 'No hay ❌', 'value': 'NO_HAY'}, {'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_3m,Ubicación cercana a otros medios de transporte,radio,"Metro, bici-estaciones, etc.",Paradas de transporte público existentes,124,"{'choices': [{'label': 'No hay ❌', 'value': 'NO_HAY'}, {'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_3n,Elementos de accesibilidad universal,radio,"Rampas, plataformas, pasamanos, etc.",Paradas de transporte público existentes,124,"{'choices': [{'label': 'No hay ❌', 'value': 'NO_HAY'}, {'label': 'Malo 😡', 'value': 'MALO'}, {'label': 'Regular 😐', 'value': 'REGULAR'}, {'label': 'Bueno 😊', 'value': 'BUENO'}]}"
dim_enturb_4a,Selecciona las razones por las que consideras es necesaria una parada de transporte público aquí.,checkbox,Puedes seleccionar más de una.,Paradas de transporte público (POTENCIALES) ⭐️⭐️,125,"{'choices': [{'label': 'Actualmente se usa como un punto de espera', 'value': 'PUNTO_ESPERA'}, {'label': 'Mejorar la seguridad ', 'value': 'MEJORAR_SEGURIDAD'}, {'label': 'Mejorar la comodidad (tener un espacio para sentarse)', 'value': 'MEJORAR_COMODIDAD'}, {'label': 'Protegerse de las condiciones climáticas (lluvia, sol)', 'value': 'PROTECCION_CONDICIONES_CLIMATICAS'}, {'label': 'Contar con información de las rutas (horarios, recorridos)', 'value': 'PUNTO_INFORMACION'}, {'label': 'Otro', 'value': 'OTRO'}]}"
dim_enturb_4b,Otro,short_text,"Por favor, especifica.",Paradas de transporte público (POTENCIALES) ⭐️⭐️,125,
dim_otra_1a,¿Qué estás mapeando?,long_text,,Mapeo libre,127,
dim_riesdes_33a,Selecciona los elementos presentes en la zona y evalúa su estado,radio,Puedes seleccionar más de uno.,Espacios de contingencia frente a catástrofes,128,"{'choices': [{'label': 'Clínicas y/o hospitales', 'value': 'HOSPITALES'}, {'label': 'Sitios de refugio temporal y/o centros comunitario para evacuación', 'value': 'REFUGIOS'}, {'label': 'Sistemas de alerta temprana (sensores y sirenas)', 'value': 'SISTEMAS_ALERTA'}, {'label': 'Zonas o puntos seguros ante una emergencia', 'value': 'PUNTOS_SEGUROS'}, {'label': 'Otro', 'value': 'OTRO'}]}"
dim_riesdes_33b,Otro,short_text,"Por favor, especifique.",Espacios de contingencia frente a catástrofes,128,
dim_riesdes_30a,Selecciona el evento ocurrido y/o que sepas que ocurrió en este punto el último año.,radio,,Riesgo ambiental,129,"{'choices': [{'label': 'Deforestación', 'value': 'DEFORESTACION'}, {'label': 'Pérdida de biodiversidad', 'value': 'PERDIDA_BIODIVERSIDAD'}, {'label': 'Salinización', 'value': 'SALINIZACION'}, {'label': 'Aumento del nivel del mar', 'value': 'AUMENTO_NIVEL_MAR'}, {'label': 'Degradación del suelo', 'value': 'DEGRADACION_SUELO'}, {'label': 'Incendios', 'value': 'INCENDIO'}]}"
dim_riesdes_30b,¿Con qué frecuencia ha ocurrido este evento en el último año?,radio,,Riesgo ambiental,129,"{'choices': [{'label': 'Una vez al año', 'value': '1'}, {'label': 'Entre dos y cinco veces al año', 'value': '2_5'}, {'label': 'Más de cinco veces al año', 'value': '5_N'}]}"
dim_riesdes_30c,"Puentes, calles y otras vías públicas",radio,,Riesgo ambiental,129,"{'choices': [{'label': 'Grave 😢', 'value': 'GRAVE'}, {'label': 'Moderado 🙁', 'value': 'MODERADO'}, {'label': 'Leve 😐', 'value': 'LEVE'}, {'label': 'Ninguno ❌', 'value': 'NINGUNO'}]}"
dim_riesdes_30d,Casas y edificios de vivienda,radio,,Riesgo ambiental,129,"{'choices': [{'label': 'Grave 😢', 'value': 'GRAVE'}, {'label': 'Moderado 🙁', 'value': 'MODERADO'}, {'label': 'Leve 😐', 'value': 'LEVE'}, {'label': 'Ninguno ❌', 'value': 'NINGUNO'}]}"
dim_riesdes_30e,Edificios públicos,radio,"P.ej. hospitales, escuelas",Riesgo ambiental,129,"{'choices': [{'label': 'Grave 😢', 'value': 'GRAVE'}, {'label': 'Moderado 🙁', 'value': 'MODERADO'}, {'label': 'Leve 😐', 'value': 'LEVE'}, {'label': 'Ninguno ❌', 'value': 'NINGUNO'}]}"
dim_riesdes_30f,Servicios públicos,radio,"Electricidad, agua potable",Riesgo ambiental,129,"{'choices': [{'label': 'Grave 😢', 'value': 'GRAVE'}, {'label': 'Moderado 🙁', 'value': 'MODERADO'}, {'label': 'Leve 😐', 'value': 'LEVE'}, {'label': 'Ninguno ❌', 'value': 'NINGUNO'}]}"
dim_riesdes_30g,"Parques, áreas verdes y otros espacios al aire libre deteriorados",radio,,Riesgo ambiental,129,"{'choices': [{'label': 'Grave 😢', 'value': 'GRAVE'}, {'label': 'Moderado 🙁', 'value': 'MODERADO'}, {'label': 'Leve 😐', 'value': 'LEVE'}, {'label': 'Ninguno ❌', 'value': 'NINGUNO'}]}"
dim_riesdes_31a,Selecciona el evento ocurrido y/o que sepas que ocurrió en este punto el último año,radio,,Riesgo antropogénico,130,"{'choices': [{'label': 'Contaminación agua ', 'value': 'CONTAMINACION_AGUA'}, {'label': 'Contaminación de suelo', 'value': 'CONTAMINACION_SUELO'}, {'label': 'Contaminación de aire', 'value': 'CONTAMINACION_AIRE'}, {'label': 'Sustancias o residuos peligrosos', 'value': 'SUSTANCIAS_RESIDUOS'}]}"
dim_riesdes_31b,¿Con qué frecuencia ha ocurrido este evento en el último año?,radio,,Riesgo antropogénico,130,"{'choices': [{'label': 'Una vez al año', 'value': '1'}, {'label': 'Entre dos y cinco veces al año', 'value': '2_5'}, {'label': 'Más de cinco veces al año', 'value': '5_N'}]}"
dim_riesdes_31c,"Puentes, calles y otras vías públicas",radio,,Riesgo antropogénico,130,"{'choices': [{'label': 'Grave 😢', 'value': 'GRAVE'}, {'label': 'Moderado 🙁', 'value': 'MODERADO'}, {'label': 'Leve 😐', 'value': 'LEVE'}, {'label': 'Ninguno ❌', 'value': 'NINGUNO'}]}"
dim_riesdes_31d,Casas y edificios de vivienda,radio,,Riesgo antropogénico,130,"{'choices': [{'label': 'Grave 😢', 'value': 'GRAVE'}, {'label': 'Moderado 🙁', 'value': 'MODERADO'}, {'label': 'Leve 😐', 'value': 'LEVE'}, {'label': 'Ninguno ❌', 'value': 'NINGUNO'}]}"
dim_riesdes_31e,Edificios públicos,radio,"P.ej. hospitales, escuelas",Riesgo antropogénico,130,"{'choices': [{'label': 'Grave 😢', 'value': 'GRAVE'}, {'label': 'Moderado 🙁', 'value': 'MODERADO'}, {'label': 'Leve 😐', 'value': 'LEVE'}, {'label': 'Ninguno ❌', 'value': 'NINGUNO'}]}"
dim_riesdes_31f,Servicios públicos,radio,"Electricidad, agua potable",Riesgo antropogénico,130,"{'choices': [{'label': 'Grave 😢', 'value': 'GRAVE'}, {'label': 'Moderado 🙁', 'value': 'MODERADO'}, {'label': 'Leve 😐', 'value': 'LEVE'}, {'label': 'Ninguno ❌', 'value': 'NINGUNO'}]}"
dim_riesdes_31g,"Parques, áreas verdes y otros espacios al aire libre deteriorados",radio,,Riesgo antropogénico,130,"{'choices': [{'label': 'Grave 😢', 'value': 'GRAVE'}, {'label': 'Moderado 🙁', 'value': 'MODERADO'}, {'label': 'Leve 😐', 'value': 'LEVE'}, {'label': 'Ninguno ❌', 'value': 'NINGUNO'}]}"
dim_riesdes_32a,Selecciona el evento ocurrido y/o que sepas que ocurrió en este punto el último año.,radio,,Riesgo biológico,131,"{'choices': [{'label': 'Enfermedades', 'value': 'ENFERMEDADES'}, {'label': 'Plaga', 'value': 'PLAGA'}]}"
dim_riesdes_32b,¿Con qué frecuencia se ha ocurrido este acontecimiento en el último año?,radio,,Riesgo biológico,131,"{'choices': [{'label': 'Una vez al año', 'value': '1'}, {'label': 'Entre dos y cinco veces al año', 'value': '2_5'}, {'label': 'Más de cinco veces al año', 'value': '5_N'}]}"
dim_riesdes_32c,"Puentes, calles y otras vías públicas",radio,,Riesgo biológico,131,"{'choices': [{'label': 'Grave 😢', 'value': 'GRAVE'}, {'label': 'Moderado 🙁', 'value': 'MODERADO'}, {'label': 'Leve 😐', 'value': 'LEVE'}, {'label': 'Ninguno ❌', 'value': 'NINGUNO'}]}"
dim_riesdes_32d,Casas y edificios de vivienda,radio,,Riesgo biológico,131,"{'choices': [{'label': 'Grave 😢', 'value': 'GRAVE'}, {'label': 'Moderado 🙁', 'value': 'MODERADO'}, {'label': 'Leve 😐', 'value': 'LEVE'}, {'label': 'Ninguno ❌', 'value': 'NINGUNO'}]}"
dim_riesdes_32e,Edificios públicos,radio,"P.ej. hospitales, escuelas",Riesgo biológico,131,"{'choices': [{'label': 'Grave 😢', 'value': 'GRAVE'}, {'label': 'Moderado 🙁', 'value': 'MODERADO'}, {'label': 'Leve 😐', 'value': 'LEVE'}, {'label': 'Ninguno ❌', 'value': 'NINGUNO'}]}"
dim_riesdes_32f,Servicios públicos,radio,"Electricidad, agua potable",Riesgo biológico,131,"{'choices': [{'label': 'Grave 😢', 'value': 'GRAVE'}, {'label': 'Moderado 🙁', 'value': 'MODERADO'}, {'label': 'Leve 😐', 'value': 'LEVE'}, {'label': 'Ninguno ❌', 'value': 'NINGUNO'}]}"
dim_riesdes_32g,"Parques, áreas verdes y otros espacios al aire libre deteriorados",radio,,Riesgo biológico,131,"{'choices': [{'label': 'Grave 😢', 'value': 'GRAVE'}, {'label': 'Moderado 🙁', 'value': 'MODERADO'}, {'label': 'Leve 😐', 'value': 'LEVE'}, {'label': 'Ninguno ❌', 'value': 'NINGUNO'}]}"
dim_riesdes_28a,Selecciona el evento ocurrido y/o que sepas que ocurrió en este punto el último año.,radio,,Riesgo geológico,132,"{'choices': [{'label': 'Terremoto y/o sismo', 'value': 'TERREMOTO'}, {'label': 'Volcán', 'value': 'VOLCAN'}, {'label': 'Desertificación', 'value': 'DESERTIFICACION'}, {'label': 'Degradación del suelo', 'value': 'DEGRADACION_SUELO'}, {'label': 'Deslizamiento de tierra', 'value': 'DESLIZAMIENTO_TIERRA'}, {'label': 'Tsunami', 'value': 'TSUNAMI'}, {'label': 'Erosión', 'value': 'EROSION'}]}"
dim_riesdes_28b,¿Con qué frecuencia ha ocurrido este evento en el último año?,radio,,Riesgo geológico,132,"{'choices': [{'label': 'Una vez al año', 'value': '1'}, {'label': 'De dos a cinco veces al año', 'value': '2_5'}, {'label': 'Más de 5 veces al año', 'value': '5_N'}]}"
dim_riesdes_28c,"Puentes, calles y otras vías públicas",radio,,Riesgo geológico,132,"{'choices': [{'label': 'Grave 😢', 'value': 'GRAVE'}, {'label': 'Moderado 🙁', 'value': 'MODERADO'}, {'label': 'Leve 😐', 'value': 'LEVE'}, {'label': 'Ninguno ❌', 'value': 'NINGUNO'}]}"
dim_riesdes_28d,Casas y edificios de vivienda,radio,,Riesgo geológico,132,"{'choices': [{'label': 'Grave 😢', 'value': 'GRAVE'}, {'label': 'Moderado 🙁', 'value': 'MODERADO'}, {'label': 'Leve 😐', 'value': 'LEVE'}, {'label': 'Ninguno ❌', 'value': 'NINGUNO'}]}"
dim_riesdes_28e,Edificios públicos,radio,"P.ej. hospitales, escuelas",Riesgo geológico,132,"{'choices': [{'label': 'Grave 😢', 'value': 'GRAVE'}, {'label': 'Moderado 🙁', 'value': 'MODERADO'}, {'label': 'Leve 😐', 'value': 'LEVE'}, {'label': 'Ninguno ❌', 'value': 'NINGUNO'}]}"
dim_riesdes_28f,Servicios públicos,radio,"Electricidad, agua potable",Riesgo geológico,132,"{'choices': [{'label': 'Grave 😢', 'value': 'GRAVE'}, {'label': 'Moderado 🙁', 'value': 'MODERADO'}, {'label': 'Leve 😐', 'value': 'LEVE'}, {'label': 'Ninguno ❌', 'value': 'NINGUNO'}]}"
dim_riesdes_28g,Parques/zonas verdes deteriorados,radio,,Riesgo geológico,132,"{'choices': [{'label': 'Grave 😢', 'value': 'GRAVE'}, {'label': 'Moderado 🙁', 'value': 'MODERADO'}, {'label': 'Leve 😐', 'value': 'LEVE'}, {'label': 'Ninguno ❌', 'value': 'NINGUNO'}]}"
dim_riesdes_29a,Selecciona el evento ocurrido y/o que sepas que ocurrió en este punto el último año.,radio,,Riesgo hidrometeorológico,133,"{'choices': [{'label': 'Inundación', 'value': 'INUNDACION'}, {'label': 'Sequía', 'value': 'SEQUIA'}, {'label': 'Ola de calor', 'value': 'OLA_CALOR'}, {'label': 'Rayos', 'value': 'RAYOS'}, {'label': 'Huracán (ciclón, tifón tropical)', 'value': 'HURACAN'}, {'label': 'Helada', 'value': 'HELADA'}, {'label': 'Tormenta de granizo', 'value': 'TORMENTA_GRANIZO'}, {'label': 'Tormenta de nieve', 'value': 'TORMENTA_NIEVE'}, {'label': 'Tormenta de polvo', 'value': 'TORMENTA_POLVO'}]}"
dim_riesdes_29b,¿Con qué frecuencia ha ocurrido este evento en el último año?,radio,,Riesgo hidrometeorológico,133,"{'choices': [{'label': 'Una vez al año', 'value': '1'}, {'label': 'De dos a cinco veces al año', 'value': '2_5'}, {'label': 'Más de cinco veces al año', 'value': '5_N'}]}"
dim_riesdes_29c,"Puentes, calles y otras vías públicas",radio,,Riesgo hidrometeorológico,133,"{'choices': [{'label': 'Grave 😢', 'value': 'GRAVE'}, {'label': 'Moderado 🙁', 'value': 'MODERADO'}, {'label': 'Leve 😐', 'value': 'LEVE'}, {'label': 'Ninguno ❌', 'value': 'NINGUNO'}]}"
dim_riesdes_29d,Casas y edificios de vivienda,radio,,Riesgo hidrometeorológico,133,"{'choices': [{'label': 'Grave 😢', 'value': 'GRAVE'}, {'label': 'Moderado 🙁', 'value': 'MODERADO'}, {'label': 'Leve 😐', 'value': 'LEVE'}, {'label': 'Ninguno ❌', 'value': 'NINGUNO'}]}"
